date,season,team,opponent,venue,elo_before,elo_after
2012-11-10,2012-13,Swansea,Southampton,A,1496.8457605599979,1496.8810997067358
2012-11-17,2012-13,Swansea,Newcastle,A,1496.8810997067358,1507.0076625218271
2012-11-25,2012-13,Swansea,Liverpool,H,1507.0076625218271,1507.2404443882638
2012-11-28,2012-13,Swansea,West Brom,H,1507.2404443882638,1517.855629451978
2012-12-01,2012-13,Swansea,Arsenal,A,1517.855629451978,1538.0742337994518
2012-12-08,2012-13,Swansea,Norwich,H,1538.0742337994518,1527.809353817193
2012-12-16,2012-13,Swansea,Tottenham,A,1527.809353817193,1524.834206002311
2012-12-23,2012-13,Swansea,Man United,H,1524.834206002311,1526.5452196289243
2012-12-26,2012-13,Swansea,Reading,A,1526.5452196289243,1526.2439914985227
2012-12-29,2012-13,Swansea,Fulham,A,1526.2439914985227,1534.8310689305808
2013-01-01,2012-13,Swansea,Aston Villa,H,1534.8310689305808,1533.4185265505837
2013-01-12,2012-13,Swansea,Everton,A,1533.4185265505837,1535.1152648444672
2013-01-19,2012-13,Swansea,Stoke,H,1535.1152648444672,1542.9319446284017
2013-01-29,2012-13,Swansea,Sunderland,A,1542.9319446284017,1543.4575163380916
2013-02-02,2012-13,Swansea,West Ham,A,1543.4575163380916,1536.255790521714
2013-02-09,2012-13,Swansea,QPR,H,1536.255790521714,1543.0113210453803
2013-02-17,2012-13,Swansea,Liverpool,A,1543.0113210453803,1527.5488401653176
2013-03-02,2012-13,Swansea,Newcastle,H,1527.5488401653176,1532.8926101558113
2013-03-09,2012-13,Swansea,West Brom,A,1532.8926101558113,1527.6563167582703
2013-03-16,2012-13,Swansea,Arsenal,H,1527.6563167582703,1519.2676208577502
2013-03-30,2012-13,Swansea,Tottenham,H,1519.2676208577502,1513.773873864217
2013-04-06,2012-13,Swansea,Norwich,A,1513.773873864217,1514.0565026788615
2013-04-20,2012-13,Swansea,Southampton,H,1514.0565026788615,1513.089112349773
2013-04-28,2012-13,Swansea,Chelsea,A,1513.089112349773,1509.7857426827175
2013-05-04,2012-13,Swansea,Man City,H,1509.7857426827175,1511.3737720288236
2013-05-07,2012-13,Swansea,Wigan,A,1511.3737720288236,1519.3162695098029
2013-05-12,2012-13,Swansea,Man United,A,1519.3162695098029,1518.1483103932956
2013-05-19,2012-13,Swansea,Fulham,H,1518.1483103932956,1495.107747967406
2013-08-17,2013-14,Swansea,Man United,H,1495.352360569036,1488.7354482234543
2013-08-25,2013-14,Swansea,Tottenham,A,1488.7354482234543,1486.6800722578791
2013-09-01,2013-14,Swansea,West Brom,A,1486.6800722578791,1502.0018152941345
2013-09-16,2013-14,Swansea,Liverpool,H,1502.0018152941345,1502.8449431263487
2013-09-22,2013-14,Swansea,Crystal Palace,A,1502.8449431263487,1515.5777898563583
2013-09-28,2013-14,Swansea,Arsenal,H,1515.5777898563583,1511.1468562843952
2013-10-06,2013-14,Swansea,Southampton,A,1511.1468562843952,1501.6388512986605
2013-10-19,2013-14,Swansea,Sunderland,H,1501.6388512986605,1514.7925147288101
2013-10-27,2013-14,Swansea,West Ham,H,1514.7925147288101,1513.871223279681
2013-11-03,2013-14,Swansea,Cardiff,A,1513.871223279681,1507.0646050021103
2013-11-10,2013-14,Swansea,Stoke,H,1507.0646050021103,1505.9933081050447
2013-11-23,2013-14,Swansea,Fulham,A,1505.9933081050447,1514.488738427926
2013-12-01,2013-14,Swansea,Man City,A,1514.488738427926,1510.896489204125
2013-12-04,2013-14,Swansea,Newcastle,H,1510.896489204125,1523.9495521916494
2013-12-09,2013-14,Swansea,Hull,H,1523.9495521916494,1522.6562744163364
2013-12-15,2013-14,Swansea,Norwich,A,1522.6562744163364,1523.0355675464732
2013-12-22,2013-14,Swansea,Everton,H,1523.0355675464732,1517.6621588647138
2013-12-26,2013-14,Swansea,Chelsea,A,1517.6621588647138,1515.7148116951323
2013-12-28,2013-14,Swansea,Aston Villa,A,1515.7148116951323,1516.1401128828759
2014-01-01,2013-14,Swansea,Man City,H,1516.1401128828759,1512.9639428096245
2014-01-11,2013-14,Swansea,Man United,A,1512.9639428096245,1510.3828429810312
2014-01-19,2013-14,Swansea,Tottenham,H,1510.3828429810312,1500.7926997855152
2014-01-28,2013-14,Swansea,Fulham,H,1500.7926997855152,1507.384156024398
2014-02-01,2013-14,Swansea,West Ham,A,1507.384156024398,1497.0003656117708
2014-02-08,2013-14,Swansea,Cardiff,H,1497.0003656117708,1505.7482601815839
2014-02-12,2013-14,Swansea,Stoke,A,1505.7482601815839,1506.1113011078376
2014-02-23,2013-14,Swansea,Liverpool,A,1506.1113011078376,1504.3660278477332
2014-03-02,2013-14,Swansea,Crystal Palace,H,1504.3660278477332,1502.9950241490358
2014-03-15,2013-14,Swansea,West Brom,H,1502.9950241490358,1493.372999110619
2014-03-22,2013-14,Swansea,Everton,A,1493.372999110619,1490.9171581621733
2014-03-25,2013-14,Swansea,Arsenal,A,1490.9171581621733,1493.134553850233
2014-03-29,2013-14,Swansea,Norwich,H,1493.134553850233,1504.161120025926
2014-04-05,2013-14,Swansea,Hull,A,1504.161120025926,1498.0277940741066
2014-04-13,2013-14,Swansea,Chelsea,H,1498.0277940741066,1494.933792082137
2014-04-19,2013-14,Swansea,Newcastle,A,1494.933792082137,1503.3930080608488
2014-04-26,2013-14,Swansea,Aston Villa,H,1503.3930080608488,1513.7529173982875
2014-05-03,2013-14,Swansea,Southampton,H,1513.7529173982875,1505.4343412788173
2014-05-11,2013-14,Swansea,Sunderland,A,1505.4343412788173,1519.4991544553682
2014-08-16,2014-15,Swansea,Man United,A,1518.5241967325996,1530.6602225266595
2014-08-23,2014-15,Swansea,Burnley,H,1530.6602225266595,1534.382623597705
2014-08-30,2014-15,Swansea,West Brom,H,1534.382623597705,1544.0910914483084
2014-09-13,2014-15,Swansea,Chelsea,A,1544.0910914483084,1541.4627179624763
2014-09-20,2014-15,Swansea,Southampton,H,1541.4627179624763,1533.1992677522026
2014-09-27,2014-15,Swansea,Sunderland,A,1533.1992677522026,1533.3726456972713
2014-10-04,2014-15,Swansea,Newcastle,H,1533.3726456972713,1531.9986109903514
2014-10-19,2014-15,Swansea,Stoke,A,1531.9986109903514,1526.0476220333012
2014-10-25,2014-15,Swansea,Leicester,H,1526.0476220333012,1532.82894871154
2014-11-01,2014-15,Swansea,Everton,A,1532.82894871154,1534.5715365478131
2014-11-09,2014-15,Swansea,Arsenal,H,1534.5715365478131,1544.0007466336008
2014-11-22,2014-15,Swansea,Man City,A,1544.0007466336008,1542.645416394927
2014-11-29,2014-15,Swansea,Crystal Palace,H,1542.645416394927,1541.3396441691973
2014-12-02,2014-15,Swansea,QPR,H,1541.3396441691973,1547.0302085674655
2014-12-07,2014-15,Swansea,West Ham,A,1547.0302085674655,1537.9046977117378
2014-12-14,2014-15,Swansea,Tottenham,H,1537.9046977117378,1530.6807067318555
2014-12-20,2014-15,Swansea,Hull,A,1530.6807067318555,1537.6982965093018
2014-12-26,2014-15,Swansea,Aston Villa,H,1537.6982965093018,1541.522590923304
2014-12-29,2014-15,Swansea,Liverpool,A,1541.522590923304,1535.5962292898917
2015-01-01,2014-15,Swansea,QPR,A,1535.5962292898917,1535.439822761758
2015-01-10,2014-15,Swansea,West Ham,H,1535.439822761758,1534.804127140238
2015-01-17,2014-15,Swansea,Chelsea,H,1534.804127140238,1521.6984509222234
2015-02-01,2014-15,Swansea,Southampton,A,1521.6984509222234,1532.6684059996942
2015-02-07,2014-15,Swansea,Sunderland,H,1532.6684059996942,1531.3783502941742
2015-02-11,2014-15,Swansea,West Brom,A,1531.3783502941742,1519.3409916721162
2015-02-21,2014-15,Swansea,Man United,H,1519.3409916721162,1529.153217856313
2015-02-28,2014-15,Swansea,Burnley,A,1529.153217856313,1535.511628708191
2015-03-04,2014-15,Swansea,Tottenham,A,1535.511628708191,1532.1908153638276
2015-03-16,2014-15,Swansea,Liverpool,H,1532.1908153638276,1527.915047398475
2015-03-21,2014-15,Swansea,Aston Villa,A,1527.915047398475,1535.060007711275
2015-04-04,2014-15,Swansea,Hull,H,1535.060007711275,1541.0141797014007
2015-04-11,2014-15,Swansea,Everton,H,1541.0141797014007,1540.9606093097796
2015-04-18,2014-15,Swansea,Leicester,A,1540.9606093097796,1528.0131206002977
2015-04-25,2014-15,Swansea,Newcastle,A,1528.0131206002977,1535.6893589204647
2015-05-02,2014-15,Swansea,Stoke,H,1535.6893589204647,1544.675736609669
2015-05-11,2014-15,Swansea,Arsenal,A,1544.675736609669,1557.0098170600595
2015-05-17,2014-15,Swansea,Man City,H,1557.0098170600595,1551.085208574241
2015-05-24,2014-15,Swansea,Crystal Palace,A,1551.085208574241,1544.782984461064
2015-08-08,2015-16,Swansea,Chelsea,A,1542.5438352380108,1544.846470352514
2015-08-15,2015-16,Swansea,Newcastle,H,1544.846470352514,1551.1975438695586
2015-08-22,2015-16,Swansea,Sunderland,A,1551.1975438695586,1550.730805081317
2015-08-30,2015-16,Swansea,Man United,H,1550.730805081317,1559.7748036079374
2015-09-12,2015-16,Swansea,Watford,A,1559.7748036079374,1551.9210706537947
2015-09-19,2015-16,Swansea,Everton,H,1551.9210706537947,1551.8937274478624
2015-09-26,2015-16,Swansea,Southampton,A,1551.8937274478624,1543.6374582813557
2015-10-04,2015-16,Swansea,Tottenham,H,1543.6374582813557,1543.904522833974
2015-10-19,2015-16,Swansea,Stoke,H,1543.904522833974,1535.4766137849606
2015-10-24,2015-16,Swansea,Aston Villa,A,1535.4766137849606,1541.9410049933851
2015-10-31,2015-16,Swansea,Arsenal,H,1541.9410049933851,1531.6654702984135
2015-11-07,2015-16,Swansea,Norwich,A,1531.6654702984135,1523.8419777846739
2015-11-21,2015-16,Swansea,Bournemouth,H,1523.8419777846739,1522.2685356259842
2015-11-29,2015-16,Swansea,Liverpool,A,1522.2685356259842,1519.4862289889024
2015-12-05,2015-16,Swansea,Leicester,H,1519.4862289889024,1499.580779983934
2015-12-12,2015-16,Swansea,Man City,A,1499.580779983934,1498.0572358457991
2015-12-20,2015-16,Swansea,West Ham,H,1498.0572358457991,1497.7829635782257
2015-12-26,2015-16,Swansea,West Brom,H,1497.7829635782257,1503.0110643731189
2015-12-28,2015-16,Swansea,Crystal Palace,A,1503.0110643731189,1504.1189535391482
2016-01-02,2015-16,Swansea,Man United,A,1504.1189535391482,1501.7956550084293
2016-01-13,2015-16,Swansea,Sunderland,H,1501.7956550084293,1484.532210266702
2016-01-18,2015-16,Swansea,Watford,H,1484.532210266702,1490.2146157136551
2016-01-24,2015-16,Swansea,Everton,A,1490.2146157136551,1501.2288241582366
2016-02-02,2015-16,Swansea,West Brom,A,1501.2288241582366,1501.8134630101233
2016-02-06,2015-16,Swansea,Crystal Palace,H,1501.8134630101233,1501.1289082645828
2016-02-13,2015-16,Swansea,Southampton,H,1501.1289082645828,1494.799535646201
2016-02-28,2015-16,Swansea,Tottenham,A,1494.799535646201,1492.693650494594
2016-03-02,2015-16,Swansea,Arsenal,A,1492.693650494594,1505.1454788755257
2016-03-05,2015-16,Swansea,Norwich,H,1505.1454788755257,1508.6839227539556
2016-03-12,2015-16,Swansea,Bournemouth,A,1508.6839227539556,1502.4532307054233
2016-03-19,2015-16,Swansea,Aston Villa,H,1502.4532307054233,1505.4969016621608
2016-04-02,2015-16,Swansea,Stoke,A,1505.4969016621608,1506.6867992819143
2016-04-09,2015-16,Swansea,Chelsea,H,1506.6867992819143,1516.733517242948
2016-04-16,2015-16,Swansea,Newcastle,A,1516.733517242948,1498.306621618164
2016-04-24,2015-16,Swansea,Leicester,A,1498.306621618164,1489.2040963148
2016-05-01,2015-16,Swansea,Liverpool,H,1489.2040963148,1504.8376856790828
2016-05-07,2015-16,Swansea,West Ham,A,1504.8376856790828,1530.4349314893848
2016-05-15,2015-16,Swansea,Man City,H,1530.4349314893848,1531.6039472509883
2016-08-13,2016-17,Swansea,Burnley,A,1530.023749888439,1536.9485471693645
2016-08-20,2016-17,Swansea,Hull,H,1536.9485471693645,1519.8166763154875
2016-08-27,2016-17,Swansea,Leicester,A,1519.8166763154875,1516.5580295500852
2016-09-11,2016-17,Swansea,Chelsea,H,1516.5580295500852,1517.5089939474915
2016-09-18,2016-17,Swansea,Southampton,A,1517.5089939474915,1514.0342398133978
2016-09-24,2016-17,Swansea,Man City,H,1514.0342398133978,1507.7889433946889
2016-10-01,2016-17,Swansea,Liverpool,H,1507.7889433946889,1502.6890617170416
2016-10-15,2016-17,Swansea,Arsenal,A,1502.6890617170416,1500.8963277484813
2016-10-22,2016-17,Swansea,Watford,H,1500.8963277484813,1500.1548350313133
2016-10-31,2016-17,Swansea,Stoke,A,1500.1548350313133,1491.191091119045
2016-11-06,2016-17,Swansea,Man United,H,1491.191091119045,1482.8453246985075
2016-11-19,2016-17,Swansea,Everton,A,1482.8453246985075,1484.2554435846787
2016-11-26,2016-17,Swansea,Crystal Palace,H,1484.2554435846787,1489.4936859361676
2016-12-03,2016-17,Swansea,Tottenham,A,1489.4936859361676,1481.3466848601595
2016-12-10,2016-17,Swansea,Sunderland,H,1481.3466848601595,1493.3331085080727
2016-12-14,2016-17,Swansea,West Brom,A,1493.3331085080727,1484.4980852890017
2016-12-17,2016-17,Swansea,Middlesbrough,A,1484.4980852890017,1468.998814936429
2016-12-26,2016-17,Swansea,West Ham,H,1468.998814936429,1451.1661186027266
2016-12-31,2016-17,Swansea,Bournemouth,H,1451.1661186027266,1430.8102518146832
2017-01-03,2016-17,Swansea,Crystal Palace,A,1430.8102518146832,1440.4063780207114
2017-01-14,2016-17,Swansea,Arsenal,H,1440.4063780207114,1431.8102970761388
2017-01-21,2016-17,Swansea,Liverpool,A,1431.8102970761388,1444.619874332837
2017-01-31,2016-17,Swansea,Southampton,H,1444.619874332837,1453.2095708226807
2017-02-05,2016-17,Swansea,Man City,A,1453.2095708226807,1451.7156368183444
2017-02-12,2016-17,Swansea,Leicester,H,1451.7156368183444,1464.1621766803728
2017-02-25,2016-17,Swansea,Chelsea,A,1464.1621766803728,1462.1218799629014
2017-03-04,2016-17,Swansea,Burnley,H,1462.1218799629014,1467.6935839542582
2017-03-11,2016-17,Swansea,Hull,A,1467.6935839542582,1460.950357181679
2017-03-18,2016-17,Swansea,Bournemouth,A,1460.950357181679,1451.3844085857068
2017-04-02,2016-17,Swansea,Middlesbrough,H,1451.3844085857068,1450.4256252215991
2017-04-05,2016-17,Swansea,Tottenham,H,1450.4256252215991,1445.7162432864707
2017-04-08,2016-17,Swansea,West Ham,A,1445.7162432864707,1441.5710538544727
2017-04-15,2016-17,Swansea,Watford,A,1441.5710538544727,1436.6709197325272
2017-04-22,2016-17,Swansea,Stoke,H,1436.6709197325272,1448.4577653370613
2017-04-30,2016-17,Swansea,Man United,A,1448.4577653370613,1450.8658032667058
2017-05-06,2016-17,Swansea,Everton,H,1450.8658032667058,1460.2233778544662
2017-05-13,2016-17,Swansea,Sunderland,A,1460.2233778544662,1472.9280692406753
2017-05-21,2016-17,Swansea,West Brom,H,1472.9280692406753,1478.760553486988
2017-08-12,2017-18,Swansea,Southampton,A,1479.8225258126388,1481.1885529638623
2017-08-19,2017-18,Swansea,Man United,H,1481.1885529638623,1469.0033228498608
2017-08-26,2017-18,Swansea,Crystal Palace,A,1469.0033228498608,1483.442919074606
2017-09-10,2017-18,Swansea,Newcastle,H,1483.442919074606,1474.0048222337275
2017-09-16,2017-18,Swansea,Tottenham,A,1474.0048222337275,1476.4962333617218
2017-09-23,2017-18,Swansea,Watford,H,1476.4962333617218,1467.4816217448645
2017-09-30,2017-18,Swansea,West Ham,A,1467.4816217448645,1462.649594002656
2017-10-14,2017-18,Swansea,Huddersfield,H,1462.649594002656,1471.4697487795113
2017-10-21,2017-18,Swansea,Leicester,H,1471.4697487795113,1464.2142328554928
2017-10-28,2017-18,Swansea,Arsenal,A,1464.2142328554928,1462.4897906299252
2017-11-04,2017-18,Swansea,Brighton,H,1462.4897906299252,1453.7631024170735
2017-11-18,2017-18,Swansea,Burnley,A,1453.7631024170735,1445.8480370023462
2017-11-25,2017-18,Swansea,Bournemouth,H,1445.8480370023462,1445.5102024106616
2017-11-29,2017-18,Swansea,Chelsea,A,1445.5102024106616,1444.4945278752089
2017-12-02,2017-18,Swansea,Stoke,A,1444.4945278752089,1439.6659371377016
2017-12-09,2017-18,Swansea,West Brom,H,1439.6659371377016,1445.5989299337716
2017-12-13,2017-18,Swansea,Man City,H,1445.5989299337716,1439.755533923854
2017-12-18,2017-18,Swansea,Everton,A,1439.755533923854,1434.6078148164702
2017-12-23,2017-18,Swansea,Crystal Palace,H,1434.6078148164702,1434.2884136990472
2017-12-26,2017-18,Swansea,Liverpool,A,1434.2884136990472,1429.362772671391
2017-12-30,2017-18,Swansea,Watford,A,1429.362772671391,1438.7337470546638
2018-01-02,2017-18,Swansea,Tottenham,H,1438.7337470546638,1434.8082412189517
2018-01-13,2017-18,Swansea,Newcastle,A,1434.8082412189517,1435.4836550933053
2018-01-22,2017-18,Swansea,Liverpool,H,1435.4836550933053,1447.1785345506082
2018-01-30,2017-18,Swansea,Arsenal,H,1447.1785345506082,1465.1495075168502
2018-02-03,2017-18,Swansea,Leicester,A,1465.1495075168502,1466.6347754942067
2018-02-10,2017-18,Swansea,Burnley,H,1466.6347754942067,1472.6945982181214
2018-02-24,2017-18,Swansea,Brighton,A,1472.6945982181214,1458.4401199603894
2018-03-03,2017-18,Swansea,West Ham,H,1458.4401199603894,1473.291067181002
2018-03-10,2017-18,Swansea,Huddersfield,A,1473.291067181002,1473.6917674005795
2018-03-31,2017-18,Swansea,Man United,A,1473.6917674005795,1471.4390216301215
2018-04-07,2017-18,Swansea,West Brom,A,1471.4390216301215,1471.546466731005
2018-04-14,2017-18,Swansea,Everton,H,1471.546466731005,1471.6238676643652
2018-04-22,2017-18,Swansea,Man City,A,1471.6238676643652,1468.7711486240403
2018-04-28,2017-18,Swansea,Chelsea,H,1468.7711486240403,1465.3257482378635
2018-05-05,2017-18,Swansea,Bournemouth,A,1465.3257482378635,1460.1670583105613
2018-05-08,2017-18,Swansea,Southampton,H,1460.1670583105613,1451.9508930239213
2018-05-13,2017-18,Swansea,Stoke,H,1451.9508930239213,1442.8274877255576
1993-08-14,1993-94,Swindon,Sheffield United,A,1500.0,1492.539272443807
1993-08-18,1993-94,Swindon,Oldham,H,1492.539272443807,1482.4880833747065
1993-08-22,1993-94,Swindon,Liverpool,H,1482.4880833747065,1446.8494861682611
1993-08-25,1993-94,Swindon,Southampton,A,1446.8494861682611,1434.2583074075324
1993-08-28,1993-94,Swindon,Norwich,A,1434.2583074075324,1436.0012996578687
1993-09-01,1993-94,Swindon,Man City,H,1436.0012996578687,1420.9253957143503
1993-09-11,1993-94,Swindon,West Ham,A,1420.9253957143503,1422.242717215874
1993-09-18,1993-94,Swindon,Newcastle,H,1422.242717215874,1421.7553455672396
1993-09-25,1993-94,Swindon,Man United,A,1421.7553455672396,1417.5896082793274
1993-10-02,1993-94,Swindon,Blackburn,H,1417.5896082793274,1404.295876484075
1993-10-16,1993-94,Swindon,Everton,H,1404.295876484075,1403.8457578770267
1993-10-23,1993-94,Swindon,Tottenham,A,1403.8457578770267,1405.730656303199
1993-10-30,1993-94,Swindon,Aston Villa,H,1405.730656303199,1398.0709701076084
1993-11-06,1993-94,Swindon,Wimbledon,A,1398.0709701076084,1390.5619921208795
1993-11-20,1993-94,Swindon,Ipswich,H,1390.5619921208795,1390.0389346190348
1993-11-24,1993-94,Swindon,QPR,H,1390.0389346190348,1397.7467142436049
1993-11-27,1993-94,Swindon,Leeds,A,1397.7467142436049,1391.8474849234065
1993-12-04,1993-94,Swindon,Sheffield United,H,1391.8474849234065,1391.278392519103
1993-12-07,1993-94,Swindon,Oldham,A,1391.278392519103,1387.5742672288975
1993-12-11,1993-94,Swindon,Liverpool,A,1387.5742672288975,1389.5622562059198
1993-12-18,1993-94,Swindon,Southampton,H,1389.5622562059198,1394.726005662896
1993-12-27,1993-94,Swindon,Arsenal,H,1394.726005662896,1372.206575867956
1993-12-29,1993-94,Swindon,Sheffield Weds,A,1372.206575867956,1374.3554625371983
1994-01-01,1993-94,Swindon,Chelsea,H,1374.3554625371983,1360.2385730009094
1994-01-03,1993-94,Swindon,Coventry,A,1360.2385730009094,1362.2495607999078
1994-01-15,1993-94,Swindon,Everton,A,1362.2495607999078,1351.274970946398
1994-01-22,1993-94,Swindon,Tottenham,H,1351.274970946398,1358.6568349793167
1994-02-05,1993-94,Swindon,Coventry,H,1358.6568349793167,1370.5200657908579
1994-02-12,1993-94,Swindon,Aston Villa,A,1370.5200657908579,1361.0424073953022
1994-02-19,1993-94,Swindon,Norwich,H,1361.0424073953022,1361.5788577169271
1994-02-26,1993-94,Swindon,Man City,A,1361.5788577169271,1358.338146051066
1994-03-05,1993-94,Swindon,West Ham,H,1358.338146051066,1358.1208004418816
1994-03-12,1993-94,Swindon,Newcastle,A,1358.1208004418816,1350.437878760241
1994-03-19,1993-94,Swindon,Man United,H,1350.437878760241,1351.7682019082893
1994-03-26,1993-94,Swindon,Blackburn,A,1351.7682019082893,1349.5040899408102
1994-04-02,1993-94,Swindon,Arsenal,A,1349.5040899408102,1351.9951532508965
1994-04-04,1993-94,Swindon,Sheffield Weds,H,1351.9951532508965,1346.2730251359753
1994-04-16,1993-94,Swindon,Ipswich,A,1346.2730251359753,1347.8836439393922
1994-04-23,1993-94,Swindon,Wimbledon,H,1347.8836439393922,1337.2163285681831
1994-04-27,1993-94,Swindon,Chelsea,A,1337.2163285681831,1333.2236521199272
1994-04-30,1993-94,Swindon,QPR,A,1333.2236521199272,1353.5468381569215
1994-05-07,1993-94,Swindon,Leeds,H,1353.5468381569215,1332.307867408209
1993-08-14,1993-94,Tottenham,Newcastle,A,1500.0,1509.7761331345905
1993-08-16,1993-94,Tottenham,Arsenal,H,1509.7761331345905,1499.4361645147849
1993-08-21,1993-94,Tottenham,Man City,H,1499.4361645147849,1503.8469450639034
1993-08-25,1993-94,Tottenham,Liverpool,A,1503.8469450639034,1514.5357504401723
1993-08-28,1993-94,Tottenham,Aston Villa,A,1514.5357504401723,1509.8388737246785
1993-09-01,1993-94,Tottenham,Chelsea,H,1509.8388737246785,1508.6093610141704
1993-09-11,1993-94,Tottenham,Sheffield United,A,1508.6093610141704,1509.578725881839
1993-09-18,1993-94,Tottenham,Oldham,H,1509.578725881839,1524.4738222646158
1993-09-26,1993-94,Tottenham,Ipswich,A,1524.4738222646158,1525.4066224059316
1993-10-03,1993-94,Tottenham,Everton,H,1525.4066224059316,1529.3092339325349
1993-10-16,1993-94,Tottenham,Man United,A,1529.3092339325349,1525.4622014390518
1993-10-23,1993-94,Tottenham,Swindon,H,1525.4622014390518,1523.5773030128794
1993-10-30,1993-94,Tottenham,Blackburn,A,1523.5773030128794,1519.0699412616707
1993-11-06,1993-94,Tottenham,Southampton,A,1519.0699412616707,1513.1519145262323
1993-11-20,1993-94,Tottenham,Leeds,H,1513.1519145262323,1512.1845176558675
1993-11-24,1993-94,Tottenham,Wimbledon,H,1512.1845176558675,1510.8733440991741
1993-11-27,1993-94,Tottenham,QPR,A,1510.8733440991741,1512.2301816995584
1993-12-04,1993-94,Tottenham,Newcastle,H,1512.2301816995584,1503.1824029295622
1993-12-06,1993-94,Tottenham,Arsenal,A,1503.1824029295622,1504.482813405779
1993-12-11,1993-94,Tottenham,Man City,A,1504.482813405779,1519.8353911159707
1993-12-18,1993-94,Tottenham,Liverpool,H,1519.8353911159707,1518.7839907691175
1993-12-27,1993-94,Tottenham,Norwich,H,1518.7839907691175,1503.855068130166
1993-12-28,1993-94,Tottenham,West Ham,A,1503.855068130166,1519.409037939253
1994-01-01,1993-94,Tottenham,Coventry,H,1519.409037939253,1509.244900318862
1994-01-03,1993-94,Tottenham,Sheffield Weds,A,1509.244900318862,1505.5604191635357
1994-01-15,1993-94,Tottenham,Man United,H,1505.5604191635357,1498.2884623341279
1994-01-22,1993-94,Tottenham,Swindon,A,1498.2884623341279,1490.9065983012092
1994-02-05,1993-94,Tottenham,Sheffield Weds,H,1490.9065983012092,1476.8150424291985
1994-02-12,1993-94,Tottenham,Blackburn,H,1476.8150424291985,1463.864534238119
1994-02-27,1993-94,Tottenham,Chelsea,A,1463.864534238119,1459.1171050459623
1994-03-02,1993-94,Tottenham,Aston Villa,H,1459.1171050459623,1458.4947332167208
1994-03-05,1993-94,Tottenham,Sheffield United,H,1458.4947332167208,1457.1068261907108
1994-03-19,1993-94,Tottenham,Ipswich,H,1457.1068261907108,1456.0170631051917
1994-03-26,1993-94,Tottenham,Everton,A,1456.0170631051917,1465.3875271571555
1994-04-02,1993-94,Tottenham,Norwich,A,1465.3875271571555,1476.2157403862273
1994-04-04,1993-94,Tottenham,West Ham,H,1476.2157403862273,1451.8307842458667
1994-04-09,1993-94,Tottenham,Coventry,A,1451.8307842458667,1447.8338206577714
1994-04-17,1993-94,Tottenham,Leeds,A,1447.8338206577714,1443.6806322353955
1994-04-23,1993-94,Tottenham,Southampton,H,1443.6806322353955,1453.6997432141281
1994-04-30,1993-94,Tottenham,Wimbledon,A,1453.6997432141281,1450.514998662069
1994-05-05,1993-94,Tottenham,Oldham,A,1450.514998662069,1466.0216222118615
1994-05-07,1993-94,Tottenham,QPR,H,1466.0216222118615,1456.6628555860132
1994-08-20,1994-95,Tottenham,Sheffield Weds,A,1458.8297128067125,1470.216654103562
1994-08-24,1994-95,Tottenham,Everton,H,1470.216654103562,1473.9819024383116
1994-08-27,1994-95,Tottenham,Man United,H,1473.9819024383116,1468.048275292938
1994-08-30,1994-95,Tottenham,Ipswich,A,1468.048275292938,1482.279201547824
1994-09-12,1994-95,Tottenham,Southampton,H,1482.279201547824,1471.6000592709263
1994-09-17,1994-95,Tottenham,Leicester,A,1471.6000592709263,1462.0822837560613
1994-09-24,1994-95,Tottenham,Nott'm Forest,H,1462.0822837560613,1440.0385014087567
1994-10-01,1994-95,Tottenham,Wimbledon,A,1440.0385014087567,1451.0304306708854
1994-10-08,1994-95,Tottenham,QPR,H,1451.0304306708854,1450.1931862297497
1994-10-15,1994-95,Tottenham,Leeds,A,1450.1931862297497,1452.116596049926
1994-10-22,1994-95,Tottenham,Man City,A,1452.116596049926,1442.3176801928917
1994-10-29,1994-95,Tottenham,West Ham,H,1442.3176801928917,1450.8272958464497
1994-11-05,1994-95,Tottenham,Blackburn,A,1450.8272958464497,1447.3342077871032
1994-11-19,1994-95,Tottenham,Aston Villa,H,1447.3342077871032,1437.4592580805536
1994-11-23,1994-95,Tottenham,Chelsea,H,1437.4592580805536,1437.0182778021938
1994-11-26,1994-95,Tottenham,Liverpool,A,1437.0182778021938,1438.9331130145279
1994-12-03,1994-95,Tottenham,Newcastle,H,1438.9331130145279,1454.0042866047138
1994-12-10,1994-95,Tottenham,Sheffield Weds,H,1454.0042866047138,1464.7116540682816
1994-12-17,1994-95,Tottenham,Everton,A,1464.7116540682816,1465.378928144768
1994-12-26,1994-95,Tottenham,Norwich,A,1465.378928144768,1483.0350674106016
1994-12-27,1994-95,Tottenham,Crystal Palace,H,1483.0350674106016,1481.6621675763188
1994-12-31,1994-95,Tottenham,Coventry,A,1481.6621675763188,1510.393234892528
1995-01-02,1994-95,Tottenham,Arsenal,H,1510.393234892528,1516.0531562646152
1995-01-14,1994-95,Tottenham,West Ham,A,1516.0531562646152,1524.4722259296825
1995-01-25,1994-95,Tottenham,Aston Villa,A,1524.4722259296825,1518.7069827866271
1995-02-05,1994-95,Tottenham,Blackburn,H,1518.7069827866271,1531.959951009914
1995-02-11,1994-95,Tottenham,Chelsea,A,1531.959951009914,1532.415941670956
1995-02-25,1994-95,Tottenham,Wimbledon,H,1532.415941670956,1521.910278703684
